x; y; z; voidRatio; porePressure;
   25.211;     4.789;     0.000; 0.2999767;    444064.71;
   25.211;     4.211;     0.000; 0.2999742;    449729.86;
   25.789;     4.789;     0.000; 0.2999768;    444062.17;
   25.789;     4.211;     0.000; 0.2999742;    449727.29;
   25.211;     3.789;     0.000; 0.2999719;    453870.57;
   25.211;     3.211;     0.000; 0.2999681;    459518.07;
   25.789;     3.789;     0.000; 0.2999719;    453868.01;
   25.789;     3.211;     0.000; 0.2999682;    459515.56;
   25.211;     2.789;     0.000; 0.2999647;    463641.58;
   25.211;     2.211;     0.000; 0.2999592;    469259.72;
   25.789;     2.789;     0.000; 0.2999648;    463639.17;
   25.789;     2.211;     0.000; 0.2999593;    469257.50;
   25.211;     1.789;     0.000; 0.2999541;    473355.70;
   25.211;     1.211;     0.000; 0.2999458;    478928.00;
   25.789;     1.789;     0.000; 0.2999542;    473353.72;
   25.789;     1.211;     0.000; 0.2999460;    478926.45;
   25.211;     0.789;     0.000; 0.2999384;    482982.03;
   25.211;     0.211;     0.000; 0.2999262;    488485.57;
   25.789;     0.789;     0.000; 0.2999386;    482980.93;
   25.789;     0.211;     0.000; 0.2999265;    488485.27;
   26.211;    24.789;     0.000; 0.3111872;    475456.26;
   26.211;    24.211;     0.000; 0.3102854;    467688.28;
   26.789;    24.789;     0.000; 0.3080781;    412940.00;
   26.789;    24.211;     0.000; 0.3074613;    408261.38;
   26.211;    23.789;     0.000; 0.3093685;    448664.06;
   26.211;    23.211;     0.000; 0.3068737;    404456.87;
   26.789;    23.789;     0.000; 0.3068745;    398777.05;
   26.789;    23.211;     0.000; 0.3055855;    377544.00;
   26.211;    22.789;     0.000; 0.3054453;    380212.86;
   26.211;    22.211;     0.000; 0.3041531;    358184.17;
   26.789;    22.789;     0.000; 0.3046504;    363791.49;
   26.789;    22.211;     0.000; 0.3036120;    347451.99;
   26.211;    21.789;     0.000; 0.3033283;    345966.48;
   26.211;    21.211;     0.000; 0.3025084;    334615.82;
   26.789;    21.789;     0.000; 0.3029659;    338271.54;
   26.789;    21.211;     0.000; 0.3022593;    329529.61;
   26.211;    20.789;     0.000; 0.3020195;    328732.04;
   26.211;    20.211;     0.000; 0.3015204;    324007.91;
   26.789;    20.789;     0.000; 0.3018438;    325031.82;
   26.789;    20.211;     0.000; 0.3013954;    321485.54;
   26.211;    19.789;     0.000; 0.3012202;    322023.52;
   26.211;    19.211;     0.000; 0.3009136;    321326.18;
   26.789;    19.789;     0.000; 0.3011316;    320144.52;
   26.789;    19.211;     0.000; 0.3008498;    320027.08;
   26.211;    18.789;     0.000; 0.3007311;    321723.97;
   26.211;    18.211;     0.000; 0.3005437;    323508.09;
   26.789;    18.789;     0.000; 0.3006848;    320745.29;
   26.789;    18.211;     0.000; 0.3005102;    322824.91;
   26.211;    17.789;     0.000; 0.3004325;    325374.16;
   26.211;    17.211;     0.000; 0.3003188;    328688.26;
   26.789;    17.789;     0.000; 0.3004081;    324855.66;
   26.789;    17.211;     0.000; 0.3003010;    328324.13;
   26.211;    16.789;     0.000; 0.3002516;    331458.43;
   26.211;    16.211;     0.000; 0.3001830;    335712.61;
   26.789;    16.789;     0.000; 0.3002386;    331180.75;
   26.789;    16.211;     0.000; 0.3001735;    335516.72;
   26.211;    15.789;     0.000; 0.3001427;    339036.97;
   26.211;    15.211;     0.000; 0.3001017;    343865.10;
   26.789;    15.789;     0.000; 0.3001357;    338886.98;
   26.789;    15.211;     0.000; 0.3000966;    343758.76;
   26.211;    14.789;     0.000; 0.3000776;    347526.82;
   26.211;    14.211;     0.000; 0.3000533;    352702.69;
   26.789;    14.789;     0.000; 0.3000739;    347445.00;
   26.789;    14.211;     0.000; 0.3000506;    352644.21;
   26.211;    13.789;     0.000; 0.3000391;    356568.20;
   26.211;    13.211;     0.000; 0.3000248;    361953.10;
   26.789;    13.789;     0.000; 0.3000371;    356522.81;
   26.789;    13.211;     0.000; 0.3000233;    361920.15;
   26.211;    12.789;     0.000; 0.3000164;    365940.78;
   26.211;    12.211;     0.000; 0.3000080;    371450.43;
   26.789;    12.789;     0.000; 0.3000153;    365914.78;
   26.789;    12.211;     0.000; 0.3000072;    371430.98;
   26.211;    11.789;     0.000; 0.3000030;    375510.87;
   26.211;    11.211;     0.000; 0.2999980;    381094.55;
   26.789;    11.789;     0.000; 0.3000025;    375495.06;
   26.789;    11.211;     0.000; 0.2999976;    381082.11;
   26.211;    10.789;     0.000; 0.2999951;    385198.10;
   26.211;    10.211;     0.000; 0.2999921;    390825.52;
   26.789;    10.789;     0.000; 0.2999948;    385187.49;
   26.789;    10.211;     0.000; 0.2999919;    390816.56;
   26.211;     9.789;     0.000; 0.2999903;    394954.46;
   26.211;     9.211;     0.000; 0.2999883;    400607.54;
   26.789;     9.789;     0.000; 0.2999901;    394946.37;
   26.789;     9.211;     0.000; 0.2999882;    400600.15;
   26.211;     8.789;     0.000; 0.2999871;    404751.24;
   26.211;     8.211;     0.000; 0.2999857;    410418.97;
   26.789;     8.789;     0.000; 0.2999871;    404744.19;
   26.789;     8.211;     0.000; 0.2999857;    410412.12;
   26.211;     7.789;     0.000; 0.2999848;    414570.79;
   26.211;     7.211;     0.000; 0.2999836;    420246.03;
   26.789;     7.789;     0.000; 0.2999848;    414563.99;
   26.789;     7.211;     0.000; 0.2999835;    420239.16;
   26.211;     6.789;     0.000; 0.2999826;    424401.37;
   26.211;     6.211;     0.000; 0.2999813;    430078.71;
   26.789;     6.789;     0.000; 0.2999826;    424394.41;
   26.789;     6.211;     0.000; 0.2999813;    430071.57;
   26.211;     5.789;     0.000; 0.2999801;    434233.70;
   26.211;     5.211;     0.000; 0.2999784;    439907.98;
   26.789;     5.789;     0.000; 0.2999802;    434226.42;
   26.789;     5.211;     0.000; 0.2999784;    439900.51;
   26.211;     4.789;     0.000; 0.2999768;    444058.47;
   26.211;     4.211;     0.000; 0.2999743;    449723.54;
   26.789;     4.789;     0.000; 0.2999769;    444050.90;
   26.789;     4.211;     0.000; 0.2999744;    449715.89;
   26.211;     3.789;     0.000; 0.2999720;    453864.28;
   26.211;     3.211;     0.000; 0.2999683;    459511.91;
   26.789;     3.789;     0.000; 0.2999722;    453856.66;
   26.789;     3.211;     0.000; 0.2999686;    459504.45;
   26.211;     2.789;     0.000; 0.2999650;    463635.65;
   26.211;     2.211;     0.000; 0.2999595;    469254.27;
   26.789;     2.789;     0.000; 0.2999653;    463628.46;
   26.789;     2.211;     0.000; 0.2999598;    469247.67;
   26.211;     1.789;     0.000; 0.2999545;    473350.83;
   26.211;     1.211;     0.000; 0.2999463;    478924.19;
   26.789;     1.789;     0.000; 0.2999549;    473344.91;
   26.789;     1.211;     0.000; 0.2999469;    478919.57;
   26.211;     0.789;     0.000; 0.2999389;    482979.34;
   26.211;     0.211;     0.000; 0.2999269;    488484.84;
   26.789;     0.789;     0.000; 0.2999397;    482976.07;
   26.789;     0.211;     0.000; 0.2999279;    488483.97;
   27.211;    24.789;     0.000; 0.3062552;    377457.69;
   27.211;    24.211;     0.000; 0.3060012;    375151.52;
   27.789;    24.789;     0.000; 0.3046223;    343034.48;
   27.789;    24.211;     0.000; 0.3043918;    344120.59;
   27.211;    23.789;     0.000; 0.3054464;    370375.67;
   27.211;    23.211;     0.000; 0.3046508;    359634.00;
   27.789;    23.789;     0.000; 0.3041546;    342668.67;
   27.789;    23.211;     0.000; 0.3036129;    337615.84;
   27.211;    22.789;     0.000; 0.3041002;    351249.61;
   27.211;    22.211;     0.000; 0.3031897;    339084.71;
   27.789;    22.789;     0.000; 0.3031902;    333405.94;
   27.789;    22.211;     0.000; 0.3026183;    326957.08;
   27.211;    21.789;     0.000; 0.3026652;    332148.21;
   27.211;    21.211;     0.000; 0.3020632;    325362.25;
   27.789;    21.789;     0.000; 0.3022246;    323113.90;
   27.789;    21.211;     0.000; 0.3017563;    319062.99;
   27.211;    20.789;     0.000; 0.3016916;    321930.10;
   27.211;    20.211;     0.000; 0.3012931;    319339.28;
   27.789;    20.789;     0.000; 0.3014625;    317156.28;
   27.789;    20.211;     0.000; 0.3011313;    315997.98;
   27.211;    19.789;     0.000; 0.3010520;    318526.26;
   27.211;    19.211;     0.000; 0.3007965;    318895.86;
   27.789;    19.789;     0.000; 0.3009299;    315984.07;
   27.789;    19.211;     0.000; 0.3007092;    317104.39;
   27.211;    18.789;     0.000; 0.3006424;    319885.62;
   27.211;    18.211;     0.000; 0.3004817;    322220.10;
   27.789;    18.789;     0.000; 0.3005772;    318515.63;
   27.789;    18.211;     0.000; 0.3004346;    321250.88;
   27.211;    17.789;     0.000; 0.3003854;    324393.75;
   27.211;    17.211;     0.000; 0.3002857;    327997.81;
   27.789;    17.789;     0.000; 0.3003501;    323650.31;
   27.789;    17.211;     0.000; 0.3002601;    327470.41;
   27.211;    16.789;     0.000; 0.3002263;    330930.71;
   27.211;    16.211;     0.000; 0.3001653;    335339.48;
   27.789;    16.789;     0.000; 0.3002072;    330525.25;
   27.789;    16.211;     0.000; 0.3001514;    335051.15;
   27.211;    15.789;     0.000; 0.3001291;    338750.76;
   27.211;    15.211;     0.000; 0.3000922;    343661.79;
   27.789;    15.789;     0.000; 0.3001187;    338528.57;
   27.789;    15.211;     0.000; 0.3000846;    343503.20;
   27.211;    14.789;     0.000; 0.3000703;    347370.14;
   27.211;    14.211;     0.000; 0.3000482;    352590.50;
   27.789;    14.789;     0.000; 0.3000647;    347247.43;
   27.789;    14.211;     0.000; 0.3000441;    352502.24;
   27.211;    13.789;     0.000; 0.3000352;    356481.00;
   27.211;    13.211;     0.000; 0.3000220;    361889.67;
   27.789;    13.789;     0.000; 0.3000322;    356412.14;
   27.789;    13.211;     0.000; 0.3000198;    361839.35;
   27.211;    12.789;     0.000; 0.3000143;    365890.65;
   27.211;    12.211;     0.000; 0.3000065;    371412.85;
   27.789;    12.789;     0.000; 0.3000127;    365850.72;
   27.789;    12.211;     0.000; 0.3000053;    371382.78;
   27.211;    11.789;     0.000; 0.3000019;    375480.26;
   27.211;    11.211;     0.000; 0.2999973;    381070.41;
   27.789;    11.789;     0.000; 0.3000010;    375455.65;
   27.789;    11.211;     0.000; 0.2999966;    381050.89;
   27.211;    10.789;     0.000; 0.2999945;    385177.48;
   27.211;    10.211;     0.000; 0.2999917;    390808.06;
   27.789;    10.789;     0.000; 0.2999940;    385160.74;
   27.789;    10.211;     0.000; 0.2999913;    390793.80;
   27.211;     9.789;     0.000; 0.2999900;    394938.66;
   27.211;     9.211;     0.000; 0.2999881;    400593.09;
   27.789;     9.789;     0.000; 0.2999897;    394925.70;
   27.789;     9.211;     0.000; 0.2999880;    400581.19;
   27.211;     8.789;     0.000; 0.2999870;    404737.43;
   27.211;     8.211;     0.000; 0.2999857;    410405.54;
   27.789;     8.789;     0.000; 0.2999869;    404726.01;
   27.789;     8.211;     0.000; 0.2999856;    410394.40;
   27.211;     7.789;     0.000; 0.2999847;    414557.44;
   27.211;     7.211;     0.000; 0.2999836;    420232.55;
   27.789;     7.789;     0.000; 0.2999847;    414546.36;
   27.789;     7.211;     0.000; 0.2999836;    420221.33;
   27.211;     6.789;     0.000; 0.2999826;    424387.70;
   27.211;     6.211;     0.000; 0.2999813;    430064.68;
   27.789;     6.789;     0.000; 0.2999827;    424376.32;
   27.789;     6.211;     0.000; 0.2999814;    430052.99;
   27.211;     5.789;     0.000; 0.2999802;    434219.39;
   27.211;     5.211;     0.000; 0.2999785;    439893.30;
   27.789;     5.789;     0.000; 0.2999803;    434207.47;
   27.789;     5.211;     0.000; 0.2999787;    439881.06;
   27.211;     4.789;     0.000; 0.2999770;    444043.59;
   27.211;     4.211;     0.000; 0.2999746;    449708.50;
   27.789;     4.789;     0.000; 0.2999772;    444031.19;
   27.789;     4.211;     0.000; 0.2999748;    449695.96;
   27.211;     3.789;     0.000; 0.2999724;    453849.30;
   27.211;     3.211;     0.000; 0.2999688;    459497.24;
   27.789;     3.789;     0.000; 0.2999727;    453836.80;
   27.789;     3.211;     0.000; 0.2999692;    459485.00;
   27.211;     2.789;     0.000; 0.2999655;    463621.51;
   27.211;     2.211;     0.000; 0.2999602;    469241.30;
   27.789;     2.789;     0.000; 0.2999660;    463609.73;
   27.789;     2.211;     0.000; 0.2999608;    469230.48;
   27.211;     1.789;     0.000; 0.2999554;    473339.21;
   27.211;     1.211;     0.000; 0.2999475;    478915.12;
   27.789;     1.789;     0.000; 0.2999561;    473329.52;
   27.789;     1.211;     0.000; 0.2999484;    478907.56;
   27.211;     0.789;     0.000; 0.2999403;    482972.92;
   27.211;     0.211;     0.000; 0.2999287;    488483.12;
   27.789;     0.789;     0.000; 0.2999415;    482967.57;
   27.789;     0.211;     0.000; 0.2999302;    488481.69;
   28.211;    24.789;     0.000; 0.3036763;    323343.90;
   28.211;    24.211;     0.000; 0.3035218;    326044.20;
   28.789;    24.789;     0.000; 0.3027335;    303971.44;
   28.789;    24.211;     0.000; 0.3026328;    307689.51;
   28.211;    23.789;     0.000; 0.3033300;    326294.71;
   28.211;    23.211;     0.000; 0.3029670;    324278.81;
   28.789;    23.789;     0.000; 0.3025102;    309267.22;
   28.789;    23.211;     0.000; 0.3022606;    309859.52;
   28.211;    22.789;     0.000; 0.3026659;    322312.70;
   28.211;    22.211;     0.000; 0.3022248;    318957.06;
   28.789;    22.789;     0.000; 0.3020643;    309849.08;
   28.789;    22.211;     0.000; 0.3017569;    309228.24;
   28.211;    21.789;     0.000; 0.3019274;    316894.26;
   28.211;    21.211;     0.000; 0.3015388;    314614.22;
   28.789;    21.789;     0.000; 0.3015392;    308936.22;
   28.789;    21.211;     0.000; 0.3012589;    308759.23;
   28.211;    20.789;     0.000; 0.3012967;    313716.29;
   28.211;    20.211;     0.000; 0.3010128;    313543.13;
   28.789;    20.789;     0.000; 0.3010711;    309091.87;
   28.789;    20.211;     0.000; 0.3008508;    310177.66;
   28.211;    19.789;     0.000; 0.3008383;    314088.23;
   28.211;    19.211;     0.000; 0.3006444;    315750.64;
   28.789;    19.789;     0.000; 0.3007110;    311450.89;
   28.789;    19.211;     0.000; 0.3005524;    313843.60;
   28.211;    18.789;     0.000; 0.3005264;    317469.62;
   28.211;    18.211;     0.000; 0.3003990;    320503.53;
   28.789;    18.789;     0.000; 0.3004549;    315981.85;
   28.789;    18.211;     0.000; 0.3003473;    319430.94;
   28.211;    17.789;     0.000; 0.3003221;    323072.58;
   28.211;    17.211;     0.000; 0.3002406;    327057.43;
   28.789;    17.789;     0.000; 0.3002822;    322237.63;
   28.789;    17.211;     0.000; 0.3002117;    326456.54;
   28.211;    16.789;     0.000; 0.3001917;    330205.83;
   28.211;    16.211;     0.000; 0.3001407;    334822.58;
   28.789;    16.789;     0.000; 0.3001696;    329738.60;
   28.789;    16.211;     0.000; 0.3001246;    334486.45;
   28.211;    15.789;     0.000; 0.3001102;    338351.56;
   28.211;    15.211;     0.000; 0.3000788;    343376.16;
   28.789;    15.789;     0.000; 0.3000980;    338090.13;
   28.789;    15.211;     0.000; 0.3000698;    343187.70;
   28.211;    14.789;     0.000; 0.3000601;    347148.71;
   28.211;    14.211;     0.000; 0.3000409;    352430.88;
   28.789;    14.789;     0.000; 0.3000534;    347001.70;
   28.789;    14.211;     0.000; 0.3000360;    352324.16;
   28.211;    13.789;     0.000; 0.3000296;    356356.22;
   28.211;    13.211;     0.000; 0.3000181;    361798.28;
   28.789;    13.789;     0.000; 0.3000259;    356272.31;
   28.789;    13.211;     0.000; 0.3000154;    361736.37;
   28.211;    12.789;     0.000; 0.3000113;    365817.98;
   28.211;    12.211;     0.000; 0.3000044;    371357.96;
   28.789;    12.789;     0.000; 0.3000093;    365768.45;
   28.789;    12.211;     0.000; 0.3000029;    371320.24;
   28.211;    11.789;     0.000; 0.3000003;    375435.24;
   28.211;    11.211;     0.000; 0.2999961;    381034.60;
   28.789;    11.789;     0.000; 0.2999992;    375404.09;
   28.789;    11.211;     0.000; 0.2999953;    381009.58;
   28.211;    10.789;     0.000; 0.2999936;    385146.68;
   28.211;    10.211;     0.000; 0.2999911;    390781.75;
   28.789;    10.789;     0.000; 0.2999931;    385125.01;
   28.789;    10.211;     0.000; 0.2999907;    390763.07;
   28.211;     9.789;     0.000; 0.2999895;    394914.69;
   28.211;     9.211;     0.000; 0.2999879;    400571.02;
   28.789;     9.789;     0.000; 0.2999892;    394897.56;
   28.789;     9.211;     0.000; 0.2999876;    400555.13;
   28.211;     8.789;     0.000; 0.2999868;    404716.22;
   28.211;     8.211;     0.000; 0.2999855;    410384.81;
   28.789;     8.789;     0.000; 0.2999867;    404700.89;
   28.789;     8.211;     0.000; 0.2999855;    410369.76;
   28.211;     7.789;     0.000; 0.2999847;    414536.80;
   28.211;     7.211;     0.000; 0.2999836;    420211.64;
   28.789;     7.789;     0.000; 0.2999847;    414521.77;
   28.789;     7.211;     0.000; 0.2999836;    420196.38;
   28.211;     6.789;     0.000; 0.2999827;    424366.48;
   28.211;     6.211;     0.000; 0.2999815;    430042.87;
   28.789;     6.789;     0.000; 0.2999828;    424350.97;
   28.789;     6.211;     0.000; 0.2999815;    430026.92;
   28.211;     5.789;     0.000; 0.2999804;    434197.15;
   28.211;     5.211;     0.000; 0.2999788;    439870.47;
   28.789;     5.789;     0.000; 0.2999805;    434180.87;
   28.789;     5.211;     0.000; 0.2999790;    439853.76;
   28.211;     4.789;     0.000; 0.2999773;    444020.45;
   28.211;     4.211;     0.000; 0.2999750;    449685.10;
   28.789;     4.789;     0.000; 0.2999776;    444003.51;
   28.789;     4.211;     0.000; 0.2999753;    449667.97;
   28.211;     3.789;     0.000; 0.2999729;    453825.98;
   28.211;     3.211;     0.000; 0.2999695;    459474.41;
   28.789;     3.789;     0.000; 0.2999733;    453808.91;
   28.789;     3.211;     0.000; 0.2999700;    459457.70;
   28.211;     2.789;     0.000; 0.2999664;    463599.52;
   28.211;     2.211;     0.000; 0.2999614;    469221.12;
   28.789;     2.789;     0.000; 0.2999671;    463583.44;
   28.789;     2.211;     0.000; 0.2999622;    469206.37;
   28.211;     1.789;     0.000; 0.2999568;    473321.15;
   28.211;     1.211;     0.000; 0.2999493;    478901.02;
   28.789;     1.789;     0.000; 0.2999578;    473307.94;
   28.789;     1.211;     0.000; 0.2999506;    478890.72;
   28.211;     0.789;     0.000; 0.2999425;    482962.95;
   28.211;     0.211;     0.000; 0.2999315;    488480.45;
   28.789;     0.789;     0.000; 0.2999441;    482955.66;
   28.789;     0.211;     0.000; 0.2999335;    488478.50;
   29.211;    24.789;     0.000; 0.3021820;    292682.65;
   29.211;    24.211;     0.000; 0.3021185;    296944.31;
   29.789;    24.789;     0.000; 0.3016283;    281213.56;
   29.789;    24.211;     0.000; 0.3015807;    285942.57;
   29.211;    23.789;     0.000; 0.3020215;    299228.13;
   29.211;    23.211;     0.000; 0.3018453;    301206.00;
   29.789;    23.789;     0.000; 0.3015225;    288828.35;
   29.789;    23.211;     0.000; 0.3013971;    291983.43;
   29.211;    22.789;     0.000; 0.3016928;    302260.96;
   29.211;    22.211;     0.000; 0.3014633;    303165.31;
   29.789;    22.789;     0.000; 0.3012945;    293993.46;
   29.789;    22.211;     0.000; 0.3011324;    296329.91;
   29.211;    21.789;     0.000; 0.3012972;    303881.94;
   29.211;    21.211;     0.000; 0.3010713;    304935.46;
   29.789;    21.789;     0.000; 0.3010136;    298031.45;
   29.789;    21.211;     0.000; 0.3008513;    300343.73;
   29.211;    20.789;     0.000; 0.3009246;    306010.11;
   29.211;    20.211;     0.000; 0.3007396;    307892.57;
   29.789;    20.789;     0.000; 0.3007399;    302214.97;
   29.789;    20.211;     0.000; 0.3006018;    305015.03;
   29.211;    19.789;     0.000; 0.3006238;    309634.55;
   29.211;    19.211;     0.000; 0.3004881;    312511.29;
   29.789;    19.789;     0.000; 0.3005111;    307309.58;
   29.789;    19.211;     0.000; 0.3004050;    310778.37;
   29.211;    18.789;     0.000; 0.3004044;    314930.98;
   29.211;    18.211;     0.000; 0.3003105;    318664.98;
   29.789;    18.789;     0.000; 0.3003377;    313547.71;
   29.789;    18.211;     0.000; 0.3002616;    317644.92;
   29.211;    17.789;     0.000; 0.3002533;    321636.26;
   29.211;    17.211;     0.000; 0.3001909;    326019.94;
   29.789;    17.789;     0.000; 0.3002146;    320828.24;
   29.789;    17.211;     0.000; 0.3001626;    325428.04;
   29.211;    16.789;     0.000; 0.3001532;    329396.77;
   29.211;    16.211;     0.000; 0.3001129;    334238.74;
   29.789;    16.789;     0.000; 0.3001310;    328930.10;
   29.789;    16.211;     0.000; 0.3000968;    333898.09;
   29.211;    15.789;     0.000; 0.3000888;    337896.33;
   29.211;    15.211;     0.000; 0.3000634;    343047.09;
   29.789;    15.789;     0.000; 0.3000762;    337628.29;
   29.789;    15.211;     0.000; 0.3000542;    342851.38;
   29.211;    14.789;     0.000; 0.3000482;    346891.43;
   29.211;    14.211;     0.000; 0.3000325;    352243.61;
   29.789;    14.789;     0.000; 0.3000412;    346737.17;
   29.789;    14.211;     0.000; 0.3000273;    352130.26;
   29.211;    13.789;     0.000; 0.3000231;    356208.63;
   29.211;    13.211;     0.000; 0.3000134;    361689.08;
   29.789;    13.789;     0.000; 0.3000192;    356118.58;
   29.789;    13.211;     0.000; 0.3000106;    361621.78;
   29.211;    12.789;     0.000; 0.3000077;    365730.39;
   29.211;    12.211;     0.000; 0.3000019;    371291.03;
   29.789;    12.789;     0.000; 0.3000056;    365675.95;
   29.789;    12.211;     0.000; 0.3000003;    371248.96;
   29.211;    11.789;     0.000; 0.2999983;    375379.81;
   29.211;    11.211;     0.000; 0.2999948;    380989.92;
   29.789;    11.789;     0.000; 0.2999972;    375344.63;
   29.789;    11.211;     0.000; 0.2999939;    380961.20;
   29.211;    10.789;     0.000; 0.2999926;    385107.85;
   29.211;    10.211;     0.000; 0.2999904;    390748.15;
   29.789;    10.789;     0.000; 0.2999920;    385082.65;
   29.789;    10.211;     0.000; 0.2999899;    390726.09;
   29.211;     9.789;     0.000; 0.2999890;    394883.80;
   29.211;     9.211;     0.000; 0.2999875;    400542.28;
   29.789;     9.789;     0.000; 0.2999887;    394863.33;
   29.789;     9.211;     0.000; 0.2999873;    400523.07;
   29.211;     8.789;     0.000; 0.2999865;    404688.45;
   29.211;     8.211;     0.000; 0.2999854;    410357.49;
   29.789;     8.789;     0.000; 0.2999864;    404669.77;
   29.789;     8.211;     0.000; 0.2999853;    410339.01;
   29.211;     7.789;     0.000; 0.2999846;    414509.48;
   29.211;     7.211;     0.000; 0.2999836;    420183.88;
   29.789;     7.789;     0.000; 0.2999846;    414490.95;
   29.789;     7.211;     0.000; 0.2999836;    420164.99;
   29.211;     6.789;     0.000; 0.2999828;    424338.25;
   29.211;     6.211;     0.000; 0.2999816;    430013.82;
   29.789;     6.789;     0.000; 0.2999829;    424319.02;
   29.789;     6.211;     0.000; 0.2999817;    429994.00;
   29.211;     5.789;     0.000; 0.2999806;    434167.51;
   29.211;     5.211;     0.000; 0.2999791;    439840.03;
   29.789;     5.789;     0.000; 0.2999808;    434147.27;
   29.789;     5.211;     0.000; 0.2999793;    439819.23;
   29.211;     4.789;     0.000; 0.2999778;    443989.59;
   29.211;     4.211;     0.000; 0.2999756;    449653.90;
   29.789;     4.789;     0.000; 0.2999781;    443968.51;
   29.789;     4.211;     0.000; 0.2999760;    449632.59;
   29.211;     3.789;     0.000; 0.2999736;    453794.89;
   29.211;     3.211;     0.000; 0.2999705;    459443.98;
   29.789;     3.789;     0.000; 0.2999741;    453773.66;
   29.789;     3.211;     0.000; 0.2999711;    459423.21;
   29.211;     2.789;     0.000; 0.2999676;    463570.23;
   29.211;     2.211;     0.000; 0.2999629;    469194.26;
   29.789;     2.789;     0.000; 0.2999684;    463550.23;
   29.789;     2.211;     0.000; 0.2999639;    469175.92;
   29.211;     1.789;     0.000; 0.2999586;    473297.11;
   29.211;     1.211;     0.000; 0.2999516;    478882.27;
   29.789;     1.789;     0.000; 0.2999599;    473280.71;
   29.789;     1.211;     0.000; 0.2999533;    478869.48;
   29.211;     0.789;     0.000; 0.2999454;    482949.68;
   29.211;     0.211;     0.000; 0.2999352;    488476.90;
   29.789;     0.789;     0.000; 0.2999473;    482940.64;
   29.789;     0.211;     0.000; 0.2999377;    488474.48;
   30.211;    24.789;     0.000; 0.3013032;    274496.36;
   30.211;    24.211;     0.000; 0.3012698;    279476.39;
   30.789;    24.789;     0.000; 0.3009705;    267613.73;
   30.789;    24.211;     0.000; 0.3009465;    272812.19;
   30.211;    23.789;     0.000; 0.3012223;    282689.36;
   30.211;    23.211;     0.000; 0.3011334;    286487.34;
   30.789;    23.789;     0.000; 0.3009159;    276317.12;
   30.789;    23.211;     0.000; 0.3008518;    280694.31;
   30.211;    22.789;     0.000; 0.3010535;    289025.06;
   30.211;    22.211;     0.000; 0.3009311;    292160.28;
   30.789;    22.789;     0.000; 0.3007982;    283718.63;
   30.789;    22.211;     0.000; 0.3007106;    287604.06;
   30.211;    21.789;     0.000; 0.3008392;    294420.64;
   30.211;    21.211;     0.000; 0.3007116;    297460.84;
   30.789;    21.789;     0.000; 0.3006455;    290406.20;
   30.789;    21.211;     0.000; 0.3005533;    294176.38;
   30.211;    20.789;     0.000; 0.3006242;    299800.76;
   30.211;    20.211;     0.000; 0.3005113;    303153.33;
   30.789;    20.789;     0.000; 0.3004888;    297000.15;
   30.789;    20.211;     0.000; 0.3004054;    300944.63;
   30.211;    19.789;     0.000; 0.3004383;    305786.39;
   30.211;    19.211;     0.000; 0.3003492;    309627.47;
   30.789;    19.789;     0.000; 0.3003494;    303949.93;
   30.789;    19.211;     0.000; 0.3002817;    308216.08;
   30.211;    18.789;     0.000; 0.3002933;    312619.47;
   30.211;    18.211;     0.000; 0.3002282;    316952.70;
   30.789;    18.789;     0.000; 0.3002377;    311466.75;
   30.789;    18.211;     0.000; 0.3001867;    316081.61;
   30.211;    17.789;     0.000; 0.3001882;    320275.18;
   30.211;    17.211;     0.000; 0.3001431;    325019.11;
   30.789;    17.789;     0.000; 0.3001544;    319572.20;
   30.789;    17.211;     0.000; 0.3001181;    324493.82;
   30.211;    16.789;     0.000; 0.3001156;    328605.33;
   30.211;    16.211;     0.000; 0.3000855;    333659.12;
   30.789;    16.789;     0.000; 0.3000956;    328184.73;
   30.789;    16.211;     0.000; 0.3000708;    333346.87;
   30.211;    15.789;     0.000; 0.3000673;    337439.04;
   30.211;    15.211;     0.000; 0.3000478;    342712.18;
   30.789;    15.789;     0.000; 0.3000557;    337190.03;
   30.789;    15.211;     0.000; 0.3000393;    342527.57;
   30.211;    14.789;     0.000; 0.3000361;    346626.78;
   30.211;    14.211;     0.000; 0.3000237;    352048.54;
   30.789;    14.789;     0.000; 0.3000294;    346479.45;
   30.789;    14.211;     0.000; 0.3000189;    351938.64;
   30.211;    13.789;     0.000; 0.3000163;    356053.25;
   30.211;    13.211;     0.000; 0.3000086;    361572.56;
   30.789;    13.789;     0.000; 0.3000126;    355964.82;
   30.789;    13.211;     0.000; 0.3000058;    361505.38;
   30.211;    12.789;     0.000; 0.3000040;    365635.85;
   30.211;    12.211;     0.000; 0.2999992;    371217.67;
   30.789;    12.789;     0.000; 0.3000019;    365580.74;
   30.789;    12.211;     0.000; 0.2999976;    371174.28;
   30.211;    11.789;     0.000; 0.2999963;    375318.26;
   30.211;    11.211;     0.000; 0.2999933;    380939.46;
   30.789;    11.789;     0.000; 0.2999951;    375281.41;
   30.789;    11.211;     0.000; 0.2999925;    380908.77;
   30.211;    10.789;     0.000; 0.2999915;    385063.41;
   30.211;    10.211;     0.000; 0.2999896;    390709.07;
   30.789;    10.789;     0.000; 0.2999909;    385036.05;
   30.789;    10.211;     0.000; 0.2999892;    390684.65;
   30.211;     9.789;     0.000; 0.2999884;    394847.45;
   30.211;     9.211;     0.000; 0.2999871;    400508.04;
